CLIENTE,SUBCARPETA,NO. PARTE,CODIGO,NOMBRE,LIGA,RMS,,,
AUTOMANN,,551216A,H-55-1216-A OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_114245.452_H-55-1216-A_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8490,VERDADERO,,,
AUTOMANN,,551217A,H-55-1217-A OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_114533.593_H-55-1217-A_OP._FINALES.pdf&pr02=application/pdf&pr03=8491,VERDADERO,,,
AUTOMANN,,551217A,H-55-1217-A OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_114918.391_H-55-1217-A_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8492,VERDADERO,,,
AUTOMANN,,551218A,H-55-1218-A OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_115137.157_H-55-1218-A_OP._FINALES.pdf&pr02=application/pdf&pr03=8493,VERDADERO,,,
AUTOMANN,,551218A,H-55-1218-A OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_115419.377_H-55-1218-A_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8494,VERDADERO,,,
AUTOMANN,,75125A,H-75-125-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_115641.410_H-75-125-A.pdf&pr02=application/pdf&pr03=8495,VERDADERO,,,
AUTOMANN,,75212A,H-75-212-A OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_115907.208_H-75-212-A_OP._FINALES.pdf&pr02=application/pdf&pr03=8496,VERDADERO,,,
AUTOMANN,,75212A,H-75-212-A OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_120147.615_H-75-212-A_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8497,VERDADERO,,,
AUTOMANN,,961318A,H-96-1318-A OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_120427.084_H-96-1318-A_OP._FINALES.pdf&pr02=application/pdf&pr03=8498,VERDADERO,,,
AUTOMANN,,961318A,H-96-1318-A OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_120644.584_H-96-1318-A_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8499,VERDADERO,,,
AUTOMANN,,961386A,H-96-1386-A OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_120843.710_H-96-1386-A_OP._FINALES.pdf&pr02=application/pdf&pr03=8500,VERDADERO,,,
AUTOMANN,,961386A,H-96-1386-A OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11052025_121149.399_H-96-1386-A_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8501,VERDADERO,,,
AUTOMANN,,23C540C,H-23C-540-C,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06202025_114229.608_H-23C-540-C.pdf&pr02=application/pdf&pr03=7985,VERDADERO,,,
AUTOMANN,,23C401F,H-23C-400-F,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06172025_112059.674_H-23C-400-F_(10-jun-2025).pdf&pr02=application/pdf&pr03=7944,VERDADERO,,,
AFTER MARKET,,45220,H-45-220,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06172025_112357.287_H-45-220.pdf&pr02=application/pdf&pr03=7945,VERDADERO,,,
AFTER MARKET,,"12381, 12401, 12361",RX-PD-HRN-49-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06172025_114743.929_RX-PD-HRN-49-A_(_11-06-2025).pdf&pr02=application/pdf&pr03=7947,VERDADERO,,,
AFTER MARKET,,33C560C,H-33C-560-C,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10142025_105749.081_H-33C-560-C_(10-julio-2025).pdf&pr02=application/pdf&pr03=8429,VERDADERO,,,
AFTER MARKET,,22921,H-22-921,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06262025_082348.779_H-22-921_(19-junio-2025).pdf&pr02=application/pdf&pr03=7990,VERDADERO,,,
AFTER MARKET,,32830,H-62-830,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06262025_083651.756_H-62-830_(15-jun-2025).pdf&pr02=application/pdf&pr03=7991,VERDADERO,,,
AFTER MARKET,,E5226,H-E-5226,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09172025_104533.642_H-E-5226_(27-ago-2025).pdf&pr02=application/pdf&pr03=8269,VERDADERO,,,
AFTER MARKET,,81200,H-81-200,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07082025_093025.856_H-81-200_(Actual_04_07_2025).pdf&pr02=application/pdf&pr03=8017,VERDADERO,,,
AFTER MARKET,,44200D,H-44-200-D,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07082025_093908.127_H-44-200-D_07-07-25.pdf&pr02=application/pdf&pr03=8018,VERDADERO,,,
AFTER MARKET,,"23C5601, 33C561B",H-RX-PD-HRN-202-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07082025_100024.093_H-RX-PD-HRN-202-A._(Mod._01_07_2025).pdf&pr02=application/pdf&pr03=8019,VERDADERO,,,
AFTER MARKET,,81200R,H-81-200-R,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07232025_082723.010_H-81-200-R_(11-Julio_2025).pdf&pr02=application/pdf&pr03=8022,VERDADERO,,,
AFTER MARKET,,MF300354,H-MF-300-354,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07312025_100506.563_H-MF-300-354_(21-JUL-2025).pdf&pr02=application/pdf&pr03=8159,VERDADERO,,,
AFTER MARKET,,91120,H-91-120,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07312025_100823.175_H-91-120.pdf&pr02=application/pdf&pr03=8161,VERDADERO,,,
AFTER MARKET,,961308,H-96-1308,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07232025_092406.252_H-96-1308_(07-01-2025).pdf&pr02=application/pdf&pr03=8047,VERDADERO,,,
AFTER MARKET,,461240,H-46-1240,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07312025_093347.817_H-46-1240_(24-julio-2025).pdf&pr02=application/pdf&pr03=8144,VERDADERO,,,
AFTER MARKET,,491928,H-491928,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07312025_100117.406_H-491928__C102738_(30-JULIO-2025).pdf&pr02=application/pdf&pr03=8157,VERDADERO,,,
AFTER MARKET,,961308M,H-96-1308-M,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=07312025_101134.675_H-96-1308-M.pdf&pr02=application/pdf&pr03=8162,VERDADERO,,,
AFTER MARKET,,44300LO,H-44-300LO OP PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10242025_090200.287_H-44-300LO_OP_PREVIAS.pdf&pr02=application/pdf&pr03=8452,VERDADERO,,,
AFTER MARKET,,44300LO,H-44-300LO OP FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10242025_090427.678_H-44-300LO_OP_FINALES.pdf&pr02=application/pdf&pr03=8454,VERDADERO,,,
AFTER MARKET,,TRA2726,H-TRA-2726,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09082025_085908.241_H-TRA-2726.pdf&pr02=application/pdf&pr03=8242,VERDADERO,,,
DAYTON,PAQUETE 1,22184,H-22-184 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_103034.712_H-22-184_OP._FINALES.pdf&pr02=application/pdf&pr03=7701,VERDADERO,,,
DAYTON,PAQUETE 1,22185,H-22-184 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_103217.554_H-22-184_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7702,VERDADERO,,,
DAYTON,PAQUETE 1,22687HD,H-22-687HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_102406.906_H-22-687HD_OP._FINALES.pdf&pr02=application/pdf&pr03=7616,VERDADERO,,,
DAYTON,PAQUETE 1,22687HD,H-22-687HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_103025.381_H-22-687HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7618,VERDADERO,,,
DAYTON,PAQUETE 1,221419,H-22-1419 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_103521.107_H-22-1419_OP._FINALES.pdf&pr02=application/pdf&pr03=7619,VERDADERO,,,
DAYTON,PAQUETE 1,221419,H-22-1419 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_103909.831_H-22-1419_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7620,VERDADERO,,,
DAYTON,PAQUETE 1,221485,H-22-1485 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_104513.790_H-22-1485_OP._FINALES.pdf&pr02=application/pdf&pr03=7621,VERDADERO,,,
DAYTON,PAQUETE 1,221485,H-22-1485 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_105023.794_H-22-1485_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7622,VERDADERO,,,
DAYTON,PAQUETE 1,221487,H-22-1487 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_105510.753_H-22-1487_OP._FINALES.pdf&pr02=application/pdf&pr03=7623,VERDADERO,,,
DAYTON,PAQUETE 1,221487,H-22-1487 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_105927.820_H-22-1487_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7624,VERDADERO,,,
DAYTON,PAQUETE 1,34183,H-34-183 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_120537.208_H-34-183_OP._FINALES.pdf&pr02=application/pdf&pr03=7625,VERDADERO,,,
DAYTON,PAQUETE 1,34183,H-34-183 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_120855.054_H-34-183_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7626,VERDADERO,,,
DAYTON,PAQUETE 1,341461,H-34-1461,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_121401.718_H-34-1461.pdf&pr02=application/pdf&pr03=7627,VERDADERO,,,
DAYTON,PAQUETE 1,43419,H-43-419 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09052025_090714.175_H-43-419_OP._FINALES.pdf&pr02=application/pdf&pr03=8214,VERDADERO,,,
DAYTON,PAQUETE 1,43419,H-43-419 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09052025_090635.956_H-43-419_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8216,VERDADERO,,,
DAYTON,PAQUETE 1,431291,H-43-1291,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05152025_112330.654_H-43-1291.pdf&pr02=application/pdf&pr03=7662,VERDADERO,,,
DAYTON,PAQUETE 1,431749HD,H-43-1749HD,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_123322.569_H-43-1749HD.pdf&pr02=application/pdf&pr03=7630,VERDADERO,,,
DAYTON,PAQUETE 1,90117,H-90-117 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_123740.590_H-90-117_OP._FINALES.pdf&pr02=application/pdf&pr03=7631,VERDADERO,,,
DAYTON,PAQUETE 1,90117,H-90-117 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_124019.967_H-90-117_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7632,VERDADERO,,,
DAYTON,PAQUETE 1,90171,H-90-171 OP.FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_113450.363_H-90-171_OP.FINALES.pdf&pr02=application/pdf&pr03=8423,VERDADERO,,,
DAYTON,PAQUETE 1,90171,H-90-171 OP.PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_124606.319_H-90-171_OP.PREVIAS.pdf&pr02=application/pdf&pr03=7634,VERDADERO,,,
DAYTON,PAQUETE 1,90173,H-90-173 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_113722.207_H-90-173_OP._FINALES.pdf&pr02=application/pdf&pr03=8425,VERDADERO,,,
DAYTON,PAQUETE 1,90173,H-90-173 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=06172025_120421.025_H-90-173_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7949,VERDADERO,,,
DAYTON,PAQUETE 1,90203HD,H-90-203HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_113943.818_H-90-203HD_OP._FINALES.pdf&pr02=application/pdf&pr03=8426,VERDADERO,,,
DAYTON,PAQUETE 1,90203HD,H-90-203HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10212025_102301.976_H-90-203HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8442,VERDADERO,,,
DAYTON,PAQUETE 1,97440,H-97-440 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_010818.217_H-97-440_OP._FINALES.pdf&pr02=application/pdf&pr03=7637,VERDADERO,,,
DAYTON,PAQUETE 1,97440,H-97-440 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_011032.110_H-97-440_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7638,VERDADERO,,,
DAYTON,PAQUETE 1,43928,PRODUCCION 43-928,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05092025_011438.207_PRODUCCION_43-928.pdf&pr02=application/pdf&pr03=7639,VERDADERO,,,
DAYTON,PAQUETE 2,221143,H-22-1143 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09252025_110627.405_H-22-1143_OP._FINALES_(Actual_23_09_2025).pdf&pr02=application/pdf&pr03=8386,VERDADERO,,,
DAYTON,PAQUETE 2,221143,H-22-1143 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05132025_104058.795_H-22-1143_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7641,VERDADERO,,,
DAYTON,PAQUETE 2,221209HD,H-22-1209HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05132025_104543.570_H-22-1209HD_OP._FINALES.pdf&pr02=application/pdf&pr03=7642,VERDADERO,,,
DAYTON,PAQUETE 2,221209HD,H-22-1209HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_092529.743_H-22-1209HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7643,VERDADERO,,,
DAYTON,PAQUETE 2,221419HD,H-22-1419HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10242025_090716.242_H-22-1419HD_OP._FINALES.pdf&pr02=application/pdf&pr03=8456,VERDADERO,,,
DAYTON,PAQUETE 2,221419HD,H-22-1419HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_093417.300_H-22-1419HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7681,VERDADERO,,,
DAYTON,PAQUETE 2,43689,H-43-689 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_094019.670_H-43-689_OP._FINALES.pdf&pr02=application/pdf&pr03=7682,VERDADERO,,,
DAYTON,PAQUETE 2,43689,H-43-689 OP.PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_095135.288_H-43-689_OP.PREVIAS.pdf&pr02=application/pdf&pr03=7685,VERDADERO,,,
DAYTON,PAQUETE 2,43698,H-43-698 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_095456.958_H-43-698_OP._FINALES.pdf&pr02=application/pdf&pr03=7686,VERDADERO,,,
DAYTON,PAQUETE 2,43698,H-43-698 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_095734.724_H-43-698_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7687,VERDADERO,,,
DAYTON,PAQUETE 2,43781HD,H-43-781HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_101552.300_H-43-781HD_OP._FINALES_10-09-25.pdf&pr02=application/pdf&pr03=8409,VERDADERO,,,
DAYTON,PAQUETE 2,43781HD,H-43-781HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_101740.972_H-43-781HD_OP._PREVIAS_10-09-25.pdf&pr02=application/pdf&pr03=8411,VERDADERO,,,
DAYTON,PAQUETE 2,43883,H-43-883 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_100835.016_H-43-883_OP._FINALES.pdf&pr02=application/pdf&pr03=7690,VERDADERO,,,
DAYTON,PAQUETE 2,43883,H-43-883 OP.PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_101140.749_H-43-883_OP.PREVIAS.pdf&pr02=application/pdf&pr03=7691,VERDADERO,,,
DAYTON,PAQUETE 2,431985,H-43-1985 OP.FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_101449.015_H-43-1985_OP.FINALES.pdf&pr02=application/pdf&pr03=7692,VERDADERO,,,
DAYTON,PAQUETE 2,431985,H-43-1985 OP.PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_101717.437_H-43-1985_OP.PREVIAS.pdf&pr02=application/pdf&pr03=7693,VERDADERO,,,
DAYTON,PAQUETE 2,461267,H-46-1267 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_102012.029_H-46-1267_OP._FINALES.pdf&pr02=application/pdf&pr03=7699,VERDADERO,,,
DAYTON,PAQUETE 2,461267,H-46-1267 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05162025_102232.451_H-46-1267_OP._PREVIAS.pdf&pr02=application/pdf&pr03=7700,VERDADERO,,,
DAYTON,PAQUETE 3,551218Y,H-55-1218Y FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_083431.417_H-55-1218-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8182,VERDADERO,,,
DAYTON,PAQUETE 3,551218Y,H-55-1218Y PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_083851.653_H-55-1218-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8183,VERDADERO,,,
DAYTON,PAQUETE 3,59400Y,H-59-400Y OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_094353.820_H-59-400-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8184,VERDADERO,,,
DAYTON,PAQUETE 3,59400Y,H-59-400Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_094602.946_H-59-400-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8185,VERDADERO,,,
DAYTON,PAQUETE 3,59408Y,H-59-408Y OP.FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_094732.305_H-59-408-Y_OP.FINALES.pdf&pr02=application/pdf&pr03=8186,VERDADERO,,,
DAYTON,PAQUETE 3,59408Y,H-59-408Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_094911.259_H-59-408-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8187,VERDADERO,,,
DAYTON,PAQUETE 3,59508Y,H-59-508Y OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_095647.808_H-59-508-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8189,VERDADERO,,,
DAYTON,PAQUETE 3,59508Y,H-59-508Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_095727.636_H-59-508-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8188,VERDADERO,,,
DAYTON,PAQUETE 3,75210Y,H-75-210-Y OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_100257.841_H-75-210-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8190,VERDADERO,,,
DAYTON,PAQUETE 3,75210Y,H-75-210-Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_100617.216_H-75-210-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8191,VERDADERO,,,
DAYTON,PAQUETE 3,83275,H-83-275 FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05262025_114154.393_H-83-275_FINALES_PROTOTIPO_0.pdf&pr02=application/pdf&pr03=7810,VERDADERO,,,
DAYTON,PAQUETE 3,83275,H-83-275 PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05262025_114342.503_H-83-275_PREVIAS_PROTOTIPO_0.pdf&pr02=application/pdf&pr03=7811,VERDADERO,,,
DAYTON,PAQUETE 3,902213,H-90-221-3,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05262025_114624.549_H-90-221-3_PROTOTIPO-0.pdf&pr02=application/pdf&pr03=7812,VERDADERO,,,
DAYTON,PAQUETE 3,96101,H-96-101-Y OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_100959.873_H-96-101-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8192,VERDADERO,,,
DAYTON,PAQUETE 3,96101,H-96-101-Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09042025_101432.485_H-96-101-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8193,VERDADERO,,,
DAYTON,PAQUETE 3,TRA011,H-TRA-011,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=05262025_115514.251_H-TRA-011_PROTOTIPO_0.pdf&pr02=application/pdf&pr03=7815,VERDADERO,,,
